Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,transf log(1/p val),Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-9623433,NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis,1,15,0.001052779,0.690038535,,0.792222339,6,6,4.87E-04,9606,Homo sapiens,Nr1h3,,R-HSA-9631296;R-HSA-9029517;R-HSA-9029580;R-HSA-9029566;R-HSA-9029536;R-HSA-9607342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-381183,ATF6 (ATF6-alpha) activates chaperone genes,1,15,0.001052779,0.690038535,,0.792222339,3,5,4.06E-04,9606,Homo sapiens,Nfyb,,R-HSA-1791150;R-HSA-1791107;R-HSA-1791121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-68884,Mitotic Telophase/Cytokinesis,1,15,0.001052779,0.690038535,,0.792222339,2,4,3.25E-04,9606,Homo sapiens,Stag2,,R-HSA-2470935;R-HSA-2468040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-112308,Presynaptic depolarization and calcium channel opening,1,15,0.001052779,0.690038535,,0.792222339,1,2,1.62E-04,9606,Homo sapiens,Cacna2d1,,R-HSA-210420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-5693548,Sensing of DNA Double Strand Breaks,1,15,0.001052779,0.690038535,,0.792222339,3,9,7.31E-04,9606,Homo sapiens,Atm,,R-HSA-5693540;R-HSA-5682044;R-HSA-5693612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-70370,Galactose catabolism,1,15,0.001052779,0.690038535,,0.792222339,1,4,3.25E-04,9606,Homo sapiens,Pgm2l1,,R-HSA-70427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-425561,Sodium/Calcium exchangers,1,15,0.001052779,0.690038535,,0.792222339,1,4,3.25E-04,9606,Homo sapiens,Slc24a2,,R-HSA-425678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-2514853,Condensation of Prometaphase Chromosomes,1,15,0.001052779,0.690038535,,0.792222339,1,4,3.25E-04,9606,Homo sapiens,Cdk1,,R-HSA-2514854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-3772470,Negative regulation of TCF-dependent signaling by WNT ligand antagonists,1,15,0.001052779,0.690038535,,0.792222339,1,5,4.06E-04,9606,Homo sapiens,Wnt4,,R-HSA-3769370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-8983711,OAS antiviral response,1,15,0.001052779,0.690038535,,0.792222339,2,15,0.00121872,9606,Homo sapiens,Oas3,,R-HSA-8985091;R-HSA-8985157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-159740,Gamma-carboxylation of protein precursors,1,15,0.001052779,0.690038535,,0.792222339,1,9,7.31E-04,9606,Homo sapiens,Gas6,,R-HSA-163810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-111461,Cytochrome c-mediated apoptotic response,1,15,0.001052779,0.690038535,,0.792222339,1,12,9.75E-04,9606,Homo sapiens,Uaca,,R-HSA-6804652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),6,89,0.006246491,0.693145387,,0.792222339,11,22,0.001787455,9606,Homo sapiens,Rps6ka2;Hist2h2be;Ube2d1;Cdkn2a;Cdkn2c,,R-HSA-182594;R-HSA-3788745;R-HSA-3790137;R-HSA-3788748;R-HSA-3788705;R-HSA-198746;R-HSA-3857328;R-HSA-3790130;R-HSA-3788725;R-HSA-3788724;R-HSA-3788708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-1912408,Pre-NOTCH Transcription and Translation,6,89,0.006246491,0.693145387,,0.792222339,7,28,0.002274943,9606,Homo sapiens,Kat2b;Hist2h2be;E2f1;Tfdp2,,R-HSA-9604834;R-HSA-1912415;R-HSA-9017835;R-HSA-4395231;R-HSA-9604831;R-HSA-1912416;R-HSA-9604829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-1971475,A tetrasaccharide linker sequence is required for GAG synthesis,2,31,0.002175744,0.696097526,,0.792222339,5,5,4.06E-04,9606,Homo sapiens,Sdc4;Sdc3,,R-HSA-1889981;R-HSA-9638064;R-HSA-1889978;R-HSA-1878002;R-HSA-1889955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-3000157,Laminin interactions,2,31,0.002175744,0.696097526,,0.792222339,9,15,0.00121872,9606,Homo sapiens,Lama4;Itga6,,R-HSA-216051;R-HSA-2426676;R-HSA-216048;R-HSA-3907292;R-HSA-2426450;R-HSA-2396083;R-HSA-2426530;R-HSA-2327803;R-HSA-216058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-204174,Regulation of pyruvate dehydrogenase (PDH) complex,2,31,0.002175744,0.696097526,,0.792222339,2,4,3.25E-04,9606,Homo sapiens,Pdk2;Pdk1,,R-HSA-203946;R-HSA-9011543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-1266695,Interleukin-7 signaling,2,31,0.002175744,0.696097526,,0.792222339,11,25,0.002031199,9606,Homo sapiens,Stat5b;Pik3r3,,R-HSA-452102;R-HSA-8983003;R-HSA-9012671;R-HSA-507937;R-HSA-1295540;R-HSA-9025969;R-HSA-8983011;R-HSA-8865693;R-HSA-6785165;R-HSA-8865626;R-HSA-1295516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-389599,Alpha-oxidation of phytanate,2,31,0.002175744,0.696097526,,0.792222339,2,8,6.50E-04,9606,Homo sapiens,Phyh;Hacl1,,R-HSA-389639;R-HSA-389611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-1482801,Acyl chain remodelling of PS,2,31,0.002175744,0.696097526,,0.792222339,2,8,6.50E-04,9606,Homo sapiens,Pla2g2f;Osbpl5,,R-HSA-8867876;R-HSA-1602374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-432722,Golgi Associated Vesicle Biogenesis,4,61,0.004281303,0.700362811,,0.792222339,4,7,5.69E-04,9606,Homo sapiens,Ap1s3;Ap1s2;Tpd52l1,,R-HSA-421831;R-HSA-421836;R-HSA-421835;R-HSA-421833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-8866654,E3 ubiquitin ligases ubiquitinate target proteins,4,61,0.004281303,0.700362811,,0.792222339,8,16,0.001299968,9606,Homo sapiens,Pex13;Rnf144a;Hist2h2be;Ube2d1,,R-HSA-8953946;R-HSA-8939323;R-HSA-8953917;R-HSA-8938770;R-HSA-8942099;R-HSA-8938773;R-HSA-8942101;R-HSA-8939335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-166520,Signaling by NTRKs,8,118,0.008281864,0.701079666,,0.792222339,50,127,0.010318492,9606,Homo sapiens,Dnm3;Mapkapk3;Dock3;Rps6ka5;Ntrk1;Rps6ka2;Braf,,R-HSA-167683;R-HSA-167684;R-HSA-166538;R-HSA-166542;R-HSA-198669;R-HSA-187661;R-HSA-166544;R-HSA-167056;R-HSA-198295;R-HSA-187678;R-HSA-169891;R-HSA-9610163;R-HSA-169895;R-HSA-9612980;R-HSA-198315;R-HSA-187688;R-HSA-169901;R-HSA-9032761;R-HSA-187698;R-HSA-169904;R-HSA-167217;R-HSA-187697;R-HSA-169905;R-HSA-9610154;R-HSA-9610152;R-HSA-9610153;R-HSA-9610156;R-HSA-198211;R-HSA-177479;R-HSA-9613023;R-HSA-198732;R-HSA-177491;R-HSA-199895;R-HSA-9612996;R-HSA-170964;R-HSA-9032798;R-HSA-170965;R-HSA-198746;R-HSA-170975;R-HSA-177501;R-HSA-187746;R-HSA-170978;R-HSA-170979;R-HSA-170977;R-HSA-199910;R-HSA-198756;R-HSA-167019;R-HSA-190065;R-HSA-167674;R-HSA-199935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-8878159,Transcriptional regulation by RUNX3,8,118,0.008281864,0.701079666,,0.792222339,16,47,0.003818655,9606,Homo sapiens,Kat2b;Rorc;Tcf4;Cdkn2a;Psmb9,,R-HSA-8878243;R-HSA-4411367;R-HSA-8878220;R-HSA-8951428;R-HSA-8952101;R-HSA-8952408;R-HSA-1980047;R-HSA-8949276;R-HSA-8952382;R-HSA-4396347;R-HSA-8952081;R-HSA-8878237;R-HSA-8951442;R-HSA-8951443;R-HSA-8949301;R-HSA-4411357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-5693607,Processing of DNA double-strand break ends,6,90,0.006316676,0.703178169,,0.792222339,15,17,0.001381215,9606,Homo sapiens,Wrn;Sumo1;Hist2h2be;Atm;Bard1,,R-HSA-5684887;R-HSA-5684052;R-HSA-5684882;R-HSA-5685011;R-HSA-5684081;R-HSA-5693542;R-HSA-5684071;R-HSA-5685156;R-HSA-5684096;R-HSA-5685985;R-HSA-5684108;R-HSA-5684140;R-HSA-5685994;R-HSA-5684875;R-HSA-5693608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-5696395,Formation of Incision Complex in GG-NER,3,47,0.003298709,0.709612912,,0.792222339,8,10,8.12E-04,9606,Homo sapiens,Bivm;Sumo1;Cetn2,,R-HSA-6790487;R-HSA-6790454;R-HSA-5690996;R-HSA-5689317;R-HSA-5689861;R-HSA-5696670;R-HSA-5690991;R-HSA-5691000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-4551638,SUMOylation of chromatin organization proteins,4,62,0.004351488,0.712220371,,0.792222339,11,15,0.00121872,9606,Homo sapiens,Cbx5;Sumo1;Satb1;Bmi1,,R-HSA-4551655;R-HSA-8956365;R-HSA-4570496;R-HSA-4615872;R-HSA-4615889;R-HSA-4615873;R-HSA-4615905;R-HSA-4616015;R-HSA-4615839;R-HSA-4551727;R-HSA-4615933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-5357769,Caspase activation via extrinsic apoptotic signalling pathway,2,32,0.002245929,0.712529553,,0.792222339,9,17,0.001381215,9606,Homo sapiens,Casp8;Tnfsf10,,R-HSA-139952;R-HSA-3371360;R-HSA-2562564;R-HSA-141159;R-HSA-141156;R-HSA-3465459;R-HSA-73945;R-HSA-3465448;R-HSA-3371359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-5689901,Metalloprotease DUBs,2,32,0.002245929,0.712529553,,0.792222339,2,6,4.87E-04,9606,Homo sapiens,Kat2b;Bard1,,R-HSA-5691381;R-HSA-5691411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-5674400,Constitutive Signaling by AKT1 E17K in Cancer,2,32,0.002245929,0.712529553,,0.792222339,3,18,0.001462463,9606,Homo sapiens,Akt3;Pdk1,,R-HSA-2243937;R-HSA-2243942;R-HSA-2400010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-9022699,MECP2 regulates neuronal receptors and channels,2,32,0.002245929,0.712529553,,0.792222339,2,26,0.002112447,9606,Homo sapiens,Ptpn4,,R-HSA-9006585;R-HSA-9006588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-198323,AKT phosphorylates targets in the cytosol,1,16,0.001122965,0.713334238,,0.792222339,9,9,7.31E-04,9606,Homo sapiens,Akt3,,R-HSA-198611;R-HSA-198371;R-HSA-198609;R-HSA-198599;R-HSA-198613;R-HSA-198347;R-HSA-200143;R-HSA-8948757;R-HSA-198621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-3000484,Scavenging by Class F Receptors,1,16,0.001122965,0.713334238,,0.792222339,2,2,1.62E-04,9606,Homo sapiens,Scarf1,,R-HSA-2247514;R-HSA-2197645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-8984722,Interleukin-35 Signalling,1,16,0.001122965,0.713334238,,0.792222339,20,26,0.002112447,9606,Homo sapiens,Jak2,,R-HSA-8984012;R-HSA-8983983;R-HSA-8984014;R-HSA-8983841;R-HSA-8984001;R-HSA-8983872;R-HSA-8983845;R-HSA-8950405;R-HSA-8983876;R-HSA-8983878;R-HSA-8983835;R-HSA-8983834;R-HSA-6809140;R-HSA-8983996;R-HSA-8983519;R-HSA-8983870;R-HSA-8983518;R-HSA-8984021;R-HSA-8950453;R-HSA-8984023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-4641265,Repression of WNT target genes,1,16,0.001122965,0.713334238,,0.792222339,5,7,5.69E-04,9606,Homo sapiens,Tcf4,,R-HSA-5334050;R-HSA-8944349;R-HSA-8944352;R-HSA-4641231;R-HSA-5229348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-8941856,RUNX3 regulates NOTCH signaling,1,16,0.001122965,0.713334238,,0.792222339,5,7,5.69E-04,9606,Homo sapiens,Kat2b,,R-HSA-1980047;R-HSA-8878243;R-HSA-4396347;R-HSA-8878237;R-HSA-8878220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-179812,GRB2 events in EGFR signaling,1,16,0.001122965,0.713334238,,0.792222339,2,3,2.44E-04,9606,Homo sapiens,Egf,,R-HSA-177938;R-HSA-177943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-217271,FMO oxidises nucleophiles,1,16,0.001122965,0.713334238,,0.792222339,1,3,2.44E-04,9606,Homo sapiens,Fmo2,,R-HSA-217258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-351200,Interconversion of polyamines,1,16,0.001122965,0.713334238,,0.792222339,2,7,5.69E-04,9606,Homo sapiens,Sat1,,R-HSA-351207;R-HSA-351208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-418890,Role of second messengers in netrin-1 signaling,1,16,0.001122965,0.713334238,,0.792222339,1,4,3.25E-04,9606,Homo sapiens,Trpc4,,R-HSA-622390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-879415,Advanced glycosylation endproduct receptor signaling,1,16,0.001122965,0.713334238,,0.792222339,1,4,3.25E-04,9606,Homo sapiens,Capza2,,R-HSA-879377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-8851805,MET activates RAS signaling,1,16,0.001122965,0.713334238,,0.792222339,2,10,8.12E-04,9606,Homo sapiens,Ranbp9,,R-HSA-8851877;R-HSA-8851859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-193144,Estrogen biosynthesis,1,16,0.001122965,0.713334238,,0.792222339,1,7,5.69E-04,9606,Homo sapiens,Hsd17b11,,R-HSA-5693390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-1358803,Downregulation of ERBB2:ERBB3 signaling,1,16,0.001122965,0.713334238,,0.792222339,1,8,6.50E-04,9606,Homo sapiens,Akt3,,R-HSA-1358791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-159854,"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins",1,16,0.001122965,0.713334238,,0.792222339,3,27,0.002193695,9606,Homo sapiens,Gas6,,R-HSA-163810;R-HSA-163843;R-HSA-163809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-448424,Interleukin-17 signaling,5,77,0.005404267,0.716945592,,0.792222339,11,35,0.002843679,9606,Homo sapiens,Mapkapk3;Rps6ka5;Irak2;Rps6ka2;Nod1,,R-HSA-199895;R-HSA-199910;R-HSA-450337;R-HSA-198756;R-HSA-450257;R-HSA-450222;R-HSA-198746;R-HSA-450333;R-HSA-450346;R-HSA-199935;R-HSA-198669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
