Gene Name	deltaFC_Male	interaction_padj_Male	FC_Male_6hr_TGvsDMSO	padj_Male_6hr_TGvsDMSO	FC_Male_12hr_TGvsDMSO	padj_Male_12hr_TGvsDMSO
Fbxo32	-0.201796902	0.542486573	-0.198418899	0.255964926	-0.4002158	0.017089536
Fbxo33	-0.113540484	0.456440729	-0.288819206	8.40E-05	-0.40235969	7.65E-08
Fbxo34	-0.077770602	0.693940995	-0.069386053	0.504053116	-0.147156656	0.132277971
Fbxo36	0.016733335	0.97380394	-0.268487627	0.193432801	-0.251754292	0.230666938
Fbxo38	-0.079720852	0.584434349	0.250705411	0.00015871	0.170984559	0.018217317
Fbxo4	-0.006172396	0.983991952	0.68863382	4.14E-11	0.682461423	7.79E-10
Fbxo40	-0.871232501	NA	-1.083650368	0.077742054	-1.954882869	0.003250862
Fbxo41	-0.007240158	0.989583002	-0.416891596	0.063558344	-0.424131754	0.078906868
Fbxo42	-0.194646007	0.123328708	0.519976985	3.60E-15	0.325330977	5.78E-06
Fbxo43	3.429453168	NA	-2.718474245	0.022280342	0.710978922	0.557922016
Fbxo44	0.10609166	0.607433326	-0.290833763	0.002255267	-0.184742103	0.0758913
Fbxo45	-0.069613068	0.693277684	0.174853994	0.030546701	0.105240926	0.239556289
Fbxo46	-0.014535456	0.971389887	0.01924168	0.921169962	0.004706224	0.982872822
Fbxo47	0.128880248	0.876723703	0.021218878	0.963344966	0.150099126	0.722366484
Fbxo48	0.144972641	NA	-0.278553154	0.719740056	-0.133580513	0.87919549
Fbxo5	-0.489880614	0.500458049	-0.257920903	0.53408683	-0.747801517	0.051336003
Fbxo6	0.470022038	0.007385882	-0.115810058	0.338442941	0.35421198	0.001434057
Fbxo7	0.161180526	0.272406184	0.166528403	0.03722405	0.327708929	3.24E-05
Fbxo8	0.160362676	0.471358587	0.273795323	0.013087464	0.434158	0.000100587
Fbxo9	0.387411293	0.000101844	-0.127806876	0.054522982	0.259604417	6.19E-05
Fbxw10	-0.782504569	NA	-0.337586996	0.640913852	-1.120091565	0.075819418
Fbxw11	-0.00967204	0.942933628	0.278866228	1.41E-08	0.269194188	2.67E-07
Fbxw17	0.045894564	0.922474341	-0.033907048	0.887597579	0.011987516	0.962754548
Fbxw2	0.027282336	0.896728026	0.205574581	0.014872177	0.232856918	0.007626223
Fbxw24	-2.366372853	NA	0.141006713	0.945536802	-2.22536614	0.166660983
Fbxw4	0.223504594	0.220459983	0.321106122	0.000842568	0.544610716	3.10E-08
Fbxw5	0.122758783	0.292398025	0.111602524	0.082264194	0.234361307	0.000174428
Fbxw7	-0.222437433	0.214401599	-0.109759846	0.311988139	-0.332197279	0.000848032
Fbxw8	0.136510576	0.338124669	-0.111720122	0.157966332	0.024790454	0.792063442
Fbxw9	0.169886583	0.375683096	0.545992789	3.43E-09	0.715879372	1.43E-13
Fcer1g	0.011770426	0.988571741	-0.718428979	0.025461916	-0.706658552	0.031258803
Fcer2a	1.019097552	NA	0.566274745	0.791305999	1.585372297	0.459510267
Fcf1	0.437885085	0.062350177	0.218338924	0.131963524	0.656224009	1.86E-06
Fcgbp	0.123110372	0.936131108	-1.401367957	0.029767165	-1.278257585	0.030147557
Fcgr1	0.706942453	0.506901745	-2.306854175	3.88E-05	-1.599911723	0.00060942
Fcgr2b	-0.480579089	0.73373308	-0.450739463	0.540080381	-0.931318552	0.176205586
Fcgr3	-0.239846964	0.785941902	-0.936522689	0.014518178	-1.176369653	0.002059536
Fcgr4	1.174159776	NA	-2.512242729	0.00867109	-1.338082953	0.152415682
Fcgrt	-0.343157525	0.667487975	-0.515319957	0.179716133	-0.858477482	0.028080659
Fcho1	0.228973972	0.600970533	-0.603400503	0.002495303	-0.374426531	0.096117636
Fcho2	-0.480109447	0.005748608	-0.113351734	0.346454158	-0.593461181	2.93E-08
Fchsd1	0.181151408	0.490851144	-0.293173125	0.024425024	-0.112021717	0.461951151
Fchsd2	-0.290339881	0.138042653	-0.345517302	0.001256078	-0.635857183	5.91E-09
Fcmr	-2.180291744	NA	1.364574686	0.395315477	-0.815717057	0.585299241
Fcna	-1.516719925	NA	0.148197789	0.910379875	-1.368522136	0.254993626
Fcrl1	0.763290856	NA	-0.268622406	0.929129773	0.494668451	0.872841023
Fcrls	1.405066838	NA	-5.097908305	0.003004066	-3.692841467	0.041558123
Fdft1	0.033821163	0.866960287	0.806583925	1.35E-26	0.840405088	2.37E-25
Fdps	0.224087619	0.211613362	1.345480319	2.04E-52	1.569567938	1.86E-62
Fdx1	0.349750498	0.100475844	0.196705929	0.125341413	0.546456427	8.93E-06
Fdx1l	0.429276432	0.432424322	0.34578951	0.258374885	0.775065941	0.005965547
Fdxacb1	-0.46096058	0.132209628	0.060078802	0.782316713	-0.400881778	0.028736142
Fdxr	0.124261146	0.631520893	0.091725428	0.510390745	0.215986574	0.098955013
Fech	-0.124472165	0.30181465	-0.114264766	0.084281882	-0.238736931	0.000208554
Fem1a	0.04751069	0.790698009	0.238374482	0.001380068	0.285885171	0.000220108
Fem1b	-0.279888877	0.04613135	-0.091252773	0.323101954	-0.37114165	8.18E-06
Fem1c	-0.19848441	0.332882279	0.674811428	1.04E-11	0.476327019	9.18E-06
Fen1	0.12105469	0.677984363	0.037307143	0.826810015	0.158361832	0.286196951
Fendrr	2.669887902	NA	0.803242028	0.66157228	3.47312993	0.086033287
Fer	0.00996188	0.970478534	0.010083892	0.938642795	0.020045772	0.874779628
Fermt1	0.321012443	0.69534253	0.095318297	0.843312488	0.41633074	0.320134009
Fermt2	-0.198042652	0.139396496	0.45168453	1.03E-10	0.253641878	0.001021257
Fermt3	-0.236622805	0.79137664	-0.625179149	0.125006458	-0.861801955	0.030070759
Fes	-0.613905631	0.328845043	-1.005637266	0.001317306	-1.619542897	1.31E-06
Fetub	-0.708316754	0.311308477	0.257267303	0.566635428	-0.451049452	0.258665743
Fev	0.350494619	0.39008905	-0.21840256	0.36630131	0.132092059	0.592141832
Fez1	0.288126645	0.091967789	0.417845399	8.82E-06	0.705972044	2.35E-13
Fez2	0.43507558	0.025815191	0.307815878	0.008214475	0.742891458	1.30E-10
Fezf2	2.953614641	NA	-3.250588919	0.029318509	-0.296974278	0.826101567
Ffar1	-0.293985272	0.26619822	-1.687525431	1.90E-39	-1.981510703	4.43E-48
Ffar2	0.435905586	0.005561334	-1.017806351	8.01E-30	-0.581900764	9.08E-10
Ffar3	-0.633632285	0.046139297	-1.900361372	6.54E-29	-2.533993658	3.48E-44
Ffar4	-0.136751948	0.808867672	0.315300899	0.222927694	0.178548951	0.533295996
Fga	2.156808799	NA	0.182092693	0.880322883	2.338901491	0.03915666
Fgb	-0.164297491	0.897792223	-0.107849991	0.871365475	-0.272147482	0.665296331
Fgd1	0.027676452	0.935029603	-0.225343852	0.099375985	-0.197667401	0.170274269
Fgd2	-0.328598249	0.103166491	-1.067103828	1.29E-23	-1.395702078	2.41E-36
Fgd3	-0.769547674	NA	-0.127907899	0.871502326	-0.897455573	0.158933614
Fgd4	-0.44412723	0.023088392	0.034969874	0.815244476	-0.409157356	0.000678576
Fgd5	-0.206092543	0.750614766	-0.573282131	0.047316826	-0.779374674	0.008113038
Fgd6	-0.698783887	2.93E-08	-0.523158763	3.11E-11	-1.221942649	3.52E-49
Fgf1	-1.222521536	0.00016369	-1.653953265	3.12E-19	-2.876474801	2.55E-43
Fgf11	0.028058121	0.978731277	-0.554788985	0.193181749	-0.526730863	0.222358065
Fgf12	0.230492134	0.269169538	0.311354395	0.004883912	0.541846529	9.82E-07
Fgf13	-5.440209526	NA	2.53941603	0.231122862	-2.900793496	0.221573426
Fgf14	-1.190498285	0.044266354	-0.559526708	0.122233619	-1.750024993	7.94E-07
Fgf17	0.604333284	NA	0.035035113	0.981329465	0.639368397	0.663084999
Fgf2	-2.235564789	NA	-1.390556089	0.188625686	-3.626120878	0.010365382
Fgf21	1.33258635	0.098847519	1.110181091	0.013612911	2.442767441	2.40E-07
Fgf22	2.575561415	NA	-3.00003877	0.245481506	-0.424477354	0.877294971
Fgf7	-0.633660745	NA	0.936973876	0.280641694	0.303313131	0.760952665
Fgf9	0.099546361	0.782430068	0.268231361	0.095594182	0.367777722	0.023299858
Fgfbp3	0.220297046	0.709079912	0.110146634	0.739354284	0.330443679	0.266099211
Fgfr1	-0.022156559	0.919010355	1.189958441	5.79E-53	1.167801883	5.23E-45
Fgfr1op	0.107405203	0.738207766	-0.176377132	0.26076837	-0.068971929	0.691465898
Fgfr1op2	-0.032523287	0.852914485	0.323500446	2.19E-06	0.290977159	6.31E-05
Fgfr2	-0.602881491	NA	-0.646026396	0.353530991	-1.248907887	0.10168166
Fgfr3	0.43945734	NA	-1.448269929	0.043739503	-1.008812589	0.264517661
Fgfr4	-1.386980094	0.040051718	-1.247663973	0.000611656	-2.634644067	2.26E-10
Fgfrl1	0.413840893	0.698126192	-0.48495697	0.358290467	-0.071116077	0.912735618
Fgg	-0.659658902	NA	0.928470507	0.340627716	0.268811605	0.809168484
Fggy	0.159261365	0.604591036	-0.286655277	0.05781667	-0.127393912	0.44273641
Fgl1	-0.293178029	0.776418081	0.395483126	0.447394042	0.102305097	0.855805298
Fgl2	-0.290366758	0.142168146	-0.611833383	3.03E-09	-0.902200141	1.32E-16
Fgr	-0.390479841	NA	-1.59231557	0.407489822	-1.982795411	0.316580083
Fh1	0.037116997	0.934881628	0.091867409	0.66669988	0.128984406	0.537086319
Fhad1	-0.212166563	0.346140346	-0.364738815	0.001385019	-0.576905377	8.39E-07
Fhdc1	-0.150182186	0.23714082	0.926679266	1.68E-50	0.776497079	1.95E-31
Fhit	0.501611468	0.220555966	-0.320829444	0.191933317	0.180782024	0.478356983
Fhl1	-0.387374373	0.048625636	0.163469455	0.188481025	-0.223904918	0.072470932
Fhl2	-0.56157576	0.406149186	-0.977261549	0.002544105	-1.538837309	1.66E-05
Fhl3	0.209534285	0.862140105	0.45309757	0.442984411	0.662631855	0.213555573
Fhl4	0.531381271	0.637297597	0.267709515	0.678452278	0.799090786	0.158390922
Fhod1	0.076637094	0.87674131	-0.858307729	8.45E-06	-0.781670636	0.000135239
Fhod3	-0.691145677	1.59E-06	-0.719932026	2.39E-16	-1.411077704	4.64E-52
Fibcd1	3.520641147	NA	0.531341923	0.59384488	4.05198307	6.42E-06
Fibin	-1.14124685	NA	6.626965648	1.82E-07	5.485718798	2.01E-05
Fibp	0.257373078	0.138527838	-0.119372147	0.267146862	0.138000931	0.201974657
Ficd	-0.011872838	0.960357314	0.392927494	3.12E-06	0.381054656	1.90E-05
Fig4	0.073357018	0.726013993	-0.062331385	0.570776468	0.011025633	0.929082817
Figf	1.059541456	NA	-1.09905211	0.072399449	-0.039510654	0.957908652
Fign	-1.075197026	NA	3.351874692	2.81E-05	2.276677666	0.006010375
Fignl1	0.185355025	NA	-0.59221935	0.434534934	-0.406864325	0.635945
Fignl2	0.008669834	0.986870612	-0.245239754	0.268476501	-0.23656992	0.296461706
Filip1	-0.295750357	0.087183979	-0.556614948	2.24E-09	-0.852365305	2.31E-18
Filip1l	-0.793534556	0.190012968	-0.240839133	0.531641068	-1.034373689	0.002882869
Fip1l1	-0.095733633	0.473877687	0.541894157	4.18E-19	0.446160524	9.20E-12
Firre	-0.224008755	0.228673616	-0.178683463	0.089427063	-0.402692218	7.42E-05
Fis1	0.406345474	0.006440241	-0.054018262	0.626751548	0.352327213	0.000155183
Fitm2	0.035115194	0.862984622	0.07894627	0.407439113	0.114061464	0.219975005
Fiz1	-0.027320123	0.913171309	0.57191399	5.01E-10	0.544593867	2.76E-08
Fjx1	-0.092599106	0.932485752	-0.617344997	0.176630002	-0.709944103	0.120218482
Fkbp10	0.047410905	0.963874718	-0.459786275	0.268916608	-0.41237537	0.362464035
Fkbp11	0.978306134	0.000596759	1.124747274	2.93E-11	2.103053407	4.55E-33
Fkbp14	-0.859634608	3.21E-06	0.824210225	4.70E-13	-0.035424382	0.819010157
Fkbp15	-0.095944646	0.494437089	0.224288675	0.000851228	0.128344029	0.085201261
Fkbp1a	-0.001842594	0.989256496	-0.382699634	6.88E-15	-0.384542227	1.78E-13
Fkbp1b	-0.500168564	0.002959668	-0.950792881	1.71E-23	-1.450961444	9.66E-46
Fkbp2	0.287947601	0.044218385	0.12215752	0.180301999	0.410105121	1.09E-06
Fkbp3	-0.302984053	0.139628994	-0.190904191	0.114885915	-0.493888244	2.08E-05
Fkbp4	0.083230936	0.633564156	-0.179340927	0.028813479	-0.096109992	0.293590254
Fkbp5	0.013747255	0.945995699	0.171862054	0.033257853	0.185609309	0.028020987
Fkbp7	-0.475828914	0.45632438	1.461225449	8.98E-07	0.985396535	0.002838045
Fkbp8	0.395346085	0.002035933	-0.200610652	0.012798739	0.194735433	0.020953095
Fkbp9	-0.181762401	0.151452238	-0.547892433	4.30E-17	-0.729654833	3.02E-26
Fkbpl	-0.005698566	0.987668346	0.345433193	0.013830076	0.339734627	0.019069115
Fkrp	0.052050985	0.774427212	-0.358919559	1.17E-06	-0.306868574	9.85E-05
Fktn	-0.048264101	0.857894506	-0.152916856	0.19926786	-0.201180957	0.092112749
Flad1	-0.169703428	0.270881742	-0.054532199	0.575456323	-0.224235627	0.008750722
Flcn	0.012123311	0.94652574	-0.257522398	0.00016808	-0.245399086	0.000754683
Fli1	-0.852581041	0.256832603	-0.559179639	0.200101741	-1.41176068	0.00056741
Flii	0.046728467	0.775246357	-0.217188323	0.001572293	-0.170459856	0.021170051
Flna	0.240778344	0.106815232	-0.236896382	0.004920136	0.003881961	0.974618575
Flnb	0.019681163	0.920769146	0.488996993	1.19E-11	0.508678156	3.13E-11
Flnc	-1.156115929	NA	-0.248795129	0.836086169	-1.404911058	0.106187351
Flot1	0.153954295	0.390069115	-0.188586185	0.044860898	-0.03463189	0.763067381
Flot2	0.001829879	0.994357197	-0.432969609	7.07E-07	-0.43113973	2.93E-06
Flrt1	-0.186388918	0.468321347	0.240769336	0.065631729	0.054380419	0.734595918
Flrt2	-0.502154761	NA	-0.317809297	0.920455104	-0.819964058	0.809503248
Flrt3	-0.752733016	NA	2.731164953	0.037433352	1.978431937	0.11700875
Flt1	-0.980192704	0.051189106	-0.180925589	0.607185423	-1.161118294	0.000107154
Flt3l	0.222361637	0.490407224	0.577244415	0.00019106	0.799606052	3.51E-07
Flt4	-0.197386728	0.688778884	-1.626199035	1.52E-15	-1.823585763	9.79E-17
Flywch1	0.084454927	0.626668364	-0.219633999	0.006064791	-0.135179071	0.124412235
Flywch2	0.649100448	0.040802474	-0.30316612	0.130801646	0.345934327	0.084913445
Fmn1	0.770980764	0.00280136	1.238299642	3.03E-17	2.009280406	2.36E-37
Fmn2	-0.147279551	0.256136037	-0.12768188	0.076030247	-0.274961431	9.43E-05
Fmnl1	-0.515921575	0.227597244	-0.915004099	2.83E-05	-1.430925675	5.99E-10
Fmnl2	-0.311690693	0.055723729	-0.13296237	0.196410797	-0.444653064	3.41E-06
Fmnl3	-0.335697945	0.388722032	-0.758642984	7.02E-05	-1.094340929	3.61E-08
Fmo1	-1.42498839	0.013175843	-1.770011545	1.63E-08	-3.194999934	2.94E-19
Fmo2	-1.7311297	0.019519452	-2.311646097	5.74E-10	-4.042775797	1.83E-17
Fmo4	-0.90618961	0.473877687	-1.115074636	0.077990149	-2.021264246	0.002200863
Fmo5	-0.768958345	0.004425731	-1.731863313	8.49E-31	-2.500821657	1.55E-52
Fmr1	-0.134343915	0.545831272	-0.022700077	0.869732717	-0.157043992	0.184521782
Fn1	-0.77983357	0.167979913	-0.638192506	0.055726372	-1.418026076	3.31E-06
Fn3k	0.024201454	0.948880271	-0.924885423	1.16E-11	-0.900683969	9.46E-10
Fn3krp	-0.120603346	0.73932431	-0.066883068	0.737867713	-0.187486414	0.299173982
Fnbp1	0.104129984	0.680289498	-0.465306653	2.07E-05	-0.361176669	0.002146816
Fnbp1l	0.120422268	0.674532667	0.396977314	0.001844234	0.517399581	8.83E-05
Fnbp4	-0.241629297	0.092246592	0.072821913	0.441881918	-0.168807384	0.056327658
Fndc1	1.273024556	NA	-2.22607793	0.47826234	-0.953053374	0.788901563
Fndc3a	-0.352379572	0.000161684	0.184149305	0.00176365	-0.168230266	0.007130294
Fndc3b	-0.163834566	0.166075788	0.86329475	8.49E-48	0.699460184	5.54E-28
Fndc4	0.261453753	0.834694886	0.623373176	0.280145613	0.884826929	0.114222209
Fndc5	0.494607783	0.269477122	-0.521296717	0.030830598	-0.026688934	0.933538061
Fnip1	-0.284864404	0.197909833	0.15267819	0.249892435	-0.132186214	0.339726878
Fnip2	-0.311755231	0.071838526	-0.306295794	0.001843586	-0.618051025	5.64E-10
Fnta	0.103718819	0.51287069	0.172169601	0.02791838	0.275888419	0.000466325
Fntb	0.158020541	0.360642475	0.102417163	0.304959775	0.260437704	0.004719989
Focad	0.043962376	0.799667542	0.06691729	0.428701206	0.110879665	0.169011336
Folr1	-0.059463231	0.863920732	-1.005695401	2.91E-14	-1.065158631	3.00E-14
Fopnl	0.033493696	0.910467402	0.071945028	0.610097568	0.105438723	0.443895608
Fos	2.078166548	0.098737513	0.164626173	0.859282014	2.242792721	0.002637385
Fosb	0.030885401	0.978267609	1.242829	0.002345064	1.273714401	0.003833163
Fosl1	-0.715567431	0.436504989	0.141233669	0.810657162	-0.574333762	0.268888026
Fosl2	-0.139220608	0.799834103	0.90458363	5.11E-05	0.765363023	0.001365639
Foxa1	1.972327819	NA	1.357257518	0.496043469	3.329585337	0.109452407
Foxa2	-0.041399548	0.805862937	-0.547298346	1.08E-16	-0.588697894	3.29E-17
Foxa3	-0.46994747	0.054454246	-0.092997586	0.582101239	-0.562945056	0.00011396
Foxc1	-0.018550486	NA	-0.340838029	0.677256126	-0.359388516	0.662770588
Foxc2	-1.41504152	NA	-2.29470593	0.006314	-3.709747449	0.000256799
Foxd2	-0.301280123	NA	-0.715936951	0.547662496	-1.017217074	0.343201648
Foxd2os	-0.16331474	NA	-2.191375456	0.026669552	-2.354690197	0.018893956
Foxd3	0.809049102	NA	1.741684425	0.274490069	2.550733527	0.224438659
Foxf1	-0.594372079	0.646481304	0.463906308	0.494418179	-0.130465771	0.869264457
Foxf2	-0.339498271	NA	-1.289111271	0.249016845	-1.628609542	0.178889897
Foxh1	3.135923281	NA	0.426001621	0.81186482	3.561924902	0.071014655
Foxj1	-0.25483497	NA	-0.360989867	0.679741571	-0.615824837	0.456016469
Foxj2	-0.285083003	0.051936173	0.408219985	4.92E-07	0.123136983	0.198949548
Foxj3	-0.206594858	0.225100104	0.751907374	6.19E-19	0.545312516	2.42E-09
Foxk1	-0.162249022	0.317013872	-0.178664689	0.038969542	-0.340913711	7.26E-05
Foxk2	-0.205204848	0.119944145	0.440983993	2.61E-10	0.235779146	0.002200863
Foxl1	1.73024596	NA	-3.980165009	0.09672678	-2.249919049	0.39627026
Foxm1	-0.19564827	0.828919235	0.371656362	0.376370585	0.176008092	0.708210937
Foxn1	1.213743263	0.264366322	-3.069822413	3.64E-07	-1.85607915	0.000527725
Foxn2	-0.260700477	0.12730121	0.865434342	1.56E-22	0.604733864	2.16E-10
Foxn3	-0.025231759	0.95284123	-0.331257334	0.050649947	-0.356489093	0.041704157
Foxo1	-0.193105865	0.194862762	-0.853902627	1.47E-30	-1.047008493	5.22E-40
Foxo3	-0.101134376	0.646113612	-0.095491063	0.410256542	-0.196625438	0.071630673
Foxo4	-0.005642281	0.985537881	-0.343181291	0.001917431	-0.348823572	0.002310233
Foxo6	0.005612032	0.989583002	-1.006409346	2.24E-10	-1.000797314	3.64E-09
Foxp1	-0.381646613	0.003579676	0.267105516	0.000727546	-0.114541097	0.206826422
Foxp2	-0.839497922	0.065298967	0.915445128	0.000394894	0.075947205	0.822214373
Foxp4	-0.056098756	0.815558441	-0.209103665	0.042132468	-0.265202421	0.011874208
Foxq1	-0.012312947	NA	0.251472757	0.874615268	0.23915981	0.881992315
Foxr2	0.25996331	NA	-1.231550954	0.537480354	-0.971587644	0.614701562
Foxred1	0.098786904	0.608993733	0.429768561	5.80E-07	0.528555465	3.44E-09
Foxred2	0.103558546	0.578081623	0.178285826	0.048269415	0.281844372	0.001870031
Foxs1	0.314383226	NA	-5.792706652	0.000139425	-5.478323425	0.000398732
Fpgs	0.179114865	0.387695035	0.823018343	3.84E-17	1.002133208	3.42E-22
Fpgt	-0.340868238	0.046501415	-0.26412732	0.008038354	-0.604995558	1.82E-09
Fra10ac1	-0.187601544	0.373234288	-0.127026787	0.290728711	-0.31462833	0.004957955
Fras1	-0.729346198	3.83E-06	-0.956880545	1.11E-23	-1.686226743	5.50E-63
Frat1	-0.061841573	NA	0.786765204	0.255289472	0.724923631	0.301401866
Frat2	1.419379741	NA	0.502070879	0.510125093	1.921450621	0.012722287
Frem1	0.551333184	NA	-0.444777237	0.892638467	0.106555947	0.970662817
Frem2	-0.473840467	0.148242019	-1.160164875	9.02E-12	-1.634005342	7.46E-20
Frg1	0.177225907	0.368735835	0.131548825	0.234442852	0.308774732	0.003312237
Frk	-0.273033149	0.059473323	-0.195854124	0.021325251	-0.468887273	2.79E-08
Frmd4a	-0.251588965	0.210243438	-0.46672817	7.25E-06	-0.718317135	2.87E-11
Frmd4b	-0.249335417	0.132298609	-0.0380064	0.74451936	-0.287341817	0.00289048
Frmd5	-0.535221793	0.000655734	-0.016646957	0.897159463	-0.55186875	3.79E-08
Frmd6	-0.058898325	0.919527177	-0.088443303	0.759067006	-0.147341629	0.596689308
Frmd8	0.123469731	0.766315243	-0.423990801	0.018332265	-0.30052107	0.12479563
Frmpd1	1.669722872	NA	-1.447891924	0.169705528	0.221830948	0.867090357
Frmpd4	-0.905821572	NA	0.597338437	0.547443951	-0.308483135	0.764414131
Frrs1	0.147338015	0.70693193	-0.358823796	0.045784629	-0.211485781	0.288049535
Frrs1l	-0.245626139	0.63685154	-1.525429541	9.05E-12	-1.77105568	6.61E-14
Frs2	-0.365124786	0.003081237	0.170629496	0.028188461	-0.19449529	0.016128589
Frs3	0.188889298	0.688959255	0.172234196	0.487809668	0.361123494	0.118968075
Fry	-0.166899347	0.298880065	0.348868176	1.65E-05	0.181968829	0.043113811
Fryl	-0.483145701	0.001247133	-0.310029437	0.000712146	-0.793175137	9.70E-18
Frzb	-0.355996606	0.002024088	-1.005332575	3.71E-53	-1.361329181	1.04E-85
Fsbp	-2.138786494	NA	0.002129155	0.998426556	-2.13665734	0.074773301
Fscn1	-0.413943765	0.33145441	-2.619243728	1.34E-38	-3.033187493	3.08E-45
Fscn2	0.338333415	NA	-2.16269699	0.031597393	-1.824363575	0.10394065
Fsd1	-1.194446825	NA	0.385016227	0.802736065	-0.809430597	0.563387265
Fsd1l	-0.120455767	0.701996209	-0.19384563	0.20548823	-0.314301397	0.037007552
Fsd2	-1.269531834	NA	0.690527359	0.641484574	-0.579004475	0.713054686
Fsip1	-1.546070527	NA	0.633153172	0.544964968	-0.912917356	0.371012586
Fstl1	-1.22233402	6.29E-06	-1.061398374	4.39E-12	-2.283732394	1.64E-35
Fstl3	0.310380045	0.442581184	-0.010155298	0.970246488	0.300224747	0.178656326
Fstl4	-1.311845262	NA	0.507003808	0.71166514	-0.804841454	0.564621614
Fstl5	0.271068498	0.664196594	-0.010151531	0.980010048	0.260916967	0.417945275
Fth1	0.19023039	0.094508455	-0.29606277	1.84E-06	-0.10583238	0.139090301
Ftl1	0.351050033	0.01504311	-0.36234737	1.53E-05	-0.011297336	0.923261149
Fto	0.097980602	0.511534156	0.056673408	0.504811967	0.15465401	0.046047869
Ftsj1	0.124984385	0.603624901	0.492358128	5.01E-06	0.617342513	3.58E-08
Ftsj2	0.053351409	0.890189386	-0.402394442	0.01069802	-0.349043032	0.033365654
Ftsj3	0.197240048	0.167445373	0.624796805	1.07E-17	0.822036852	1.64E-26
Ftx	-0.200812354	0.551767745	-0.116967497	0.536084696	-0.317779851	0.067277771
Fubp1	-0.229157087	0.058621838	0.088352977	0.255299771	-0.140804111	0.065035204
