Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,transf log(1/p val),Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers,Pathway name short
R-HSA-110373,Resolution of AP sites via the multiple-nucleotide patch replacement pathway,3,32,0.002245929,0.463734257,,0.756553507,11,19,0.001543711,9606,Homo sapiens,Pold2;Pold1;Fen1,,R-HSA-5651782;R-HSA-110368;R-HSA-110371;R-HSA-5651809;R-HSA-5649873;R-HSA-110363;R-HSA-5651805;R-HSA-110364;R-HSA-5651739;R-HSA-5651723;R-HSA-5649883,Resolution of AP sites via the multiple-nucleotide patch replacement pathway
R-HSA-5674400,Constitutive Signaling by AKT1 E17K in Cancer,3,32,0.002245929,0.463734257,,0.756553507,3,18,0.001462463,9606,Homo sapiens,Akt1s1;Mtor;Nr4a1,,R-HSA-2399988;R-HSA-2243938;R-HSA-2399977,Constitutive Signaling by AKT1 E17K in Cancer
R-HSA-9022699,MECP2 regulates neuronal receptors and channels,3,32,0.002245929,0.463734257,,0.756553507,4,26,0.002112447,9606,Homo sapiens,Slc2a3;Grin1,,R-HSA-9022186;R-HSA-9021946;R-HSA-9021948;R-HSA-9022175,MECP2 regulates neuronal receptors and channels
R-HSA-1855183,"Synthesis of IP2, IP, and Ins in the cytosol",3,32,0.002245929,0.463734257,,0.756553507,2,14,0.001137472,9606,Homo sapiens,Isyna1;Ocrl;Inpp5j,,R-HSA-1855178;R-HSA-1855174,"Synthesis of IP2, IP, and Ins in the cytosol"
R-HSA-9033500,TYSND1 cleaves peroxisomal proteins,1,8,5.61E-04,0.468688417,,0.756553507,7,7,5.69E-04,9606,Homo sapiens,Tysnd1,,R-HSA-9033529;R-HSA-9033515;R-HSA-9033530;R-HSA-9033520;R-HSA-9033490;R-HSA-9033506;R-HSA-9033524,TYSND1 cleaves peroxisomal proteins
R-HSA-5362798,Release of Hh-Np from the secreting cell,1,8,5.61E-04,0.468688417,,0.756553507,5,5,4.06E-04,9606,Homo sapiens,Ihh,,R-HSA-5362551;R-HSA-5362422;R-HSA-5362793;R-HSA-5362553;R-HSA-5362427,Release of Hh-Np from the secreting cell
R-HSA-5632681,Ligand-receptor interactions,1,8,5.61E-04,0.468688417,,0.756553507,4,4,3.25E-04,9606,Homo sapiens,Ihh,,R-HSA-5632653;R-HSA-5632652;R-HSA-5632649;R-HSA-445448,Ligand-receptor interactions
R-HSA-182218,Nef Mediated CD8 Down-regulation,1,8,5.61E-04,0.468688417,,0.756553507,3,3,2.44E-04,9606,Homo sapiens,Ap2m1,,R-HSA-182198;R-HSA-182186;R-HSA-182171,Nef Mediated CD8 Down-regulation
R-HSA-166665,Terminal pathway of complement,1,8,5.61E-04,0.468688417,,0.756553507,4,5,4.06E-04,9606,Homo sapiens,C8b,,R-HSA-173723;R-HSA-173720;R-HSA-173725;R-HSA-173709,Terminal pathway of complement
R-HSA-187024,NGF-independant TRKA activation,1,8,5.61E-04,0.468688417,,0.756553507,2,4,3.25E-04,9606,Homo sapiens,Adora2a,,R-HSA-9613023;R-HSA-187661,NGF-independant TRKA activation
R-HSA-5674499,Negative feedback regulation of MAPK pathway,1,8,5.61E-04,0.468688417,,0.756553507,1,3,2.44E-04,9606,Homo sapiens,Map2k2,,R-HSA-5674496,Negative feedback regulation of MAPK pathway
R-HSA-8852405,Signaling by MST1,1,8,5.61E-04,0.468688417,,0.756553507,1,4,3.25E-04,9606,Homo sapiens,Hpn,,R-HSA-6800198,Signaling by MST1
R-HSA-163765,ChREBP activates metabolic gene expression,1,8,5.61E-04,0.468688417,,0.756553507,1,6,4.87E-04,9606,Homo sapiens,Fasn,,R-HSA-163733,ChREBP activates metabolic gene expression
R-HSA-5099900,WNT5A-dependent internalization of FZD4,2,20,0.001403706,0.468903283,,0.756553507,2,5,4.06E-04,9606,Homo sapiens,Ap2m1;Cltb,,R-HSA-5138459;R-HSA-5138433,WNT5A-dependent internalization of FZD4
R-HSA-5635838,Activation of SMO,2,20,0.001403706,0.468903283,,0.756553507,3,9,7.31E-04,9606,Homo sapiens,Evc2;Ihh,,R-HSA-5632679;R-HSA-5632668;R-HSA-5633051,Activation of SMO
R-HSA-4641258,Degradation of DVL,5,57,0.004000561,0.468967256,,0.756553507,6,7,5.69E-04,9606,Homo sapiens,Psmb5;Psmb4;Psmb6;Dvl1;Rpn1,,R-HSA-4641159;R-HSA-1504213;R-HSA-4641155;R-HSA-1504193;R-HSA-1504190;R-HSA-4641260,Degradation of DVL
R-HSA-68877,Mitotic Prometaphase,17,207,0.014528355,0.469861049,,0.756553507,7,16,0.001299968,9606,Homo sapiens,Tubb5;Tubb3;Tuba1b;Tubb2b;Tuba1a;Tubb2a;Rcc2;Tubb1;Tuba1c;Mad1l1;Sec13;Tuba4a;Rangap1;Tubb4b;Tubb4a;Tubg1,,R-HSA-2484822;R-HSA-375302;R-HSA-380316;R-HSA-380508;R-HSA-1638803;R-HSA-2468287;R-HSA-1638821,Mitotic Prometaphase
R-HSA-180786,Extension of Telomeres,4,45,0.003158338,0.475651588,,0.756553507,9,21,0.001706207,9606,Homo sapiens,Pold2;Pold1;Fen1;Dna2,,R-HSA-174451;R-HSA-174448;R-HSA-174438;R-HSA-174456;R-HSA-174441;R-HSA-174446;R-HSA-176702;R-HSA-174444;R-HSA-174445,Extension of Telomeres
R-HSA-6782315,tRNA modification in the nucleus and cytosol,6,70,0.00491297,0.476782597,,0.756553507,6,37,0.003006175,9606,Homo sapiens,Mettl1;Trmt61a;Adat1;Eprs;Ctu2;Adat3,,R-HSA-6782311;R-HSA-6783492;R-HSA-6782336;R-HSA-6782286;R-HSA-6782264;R-HSA-6782296,tRNA modification in the nucleus and cytosol
R-HSA-380287,Centrosome maturation,7,83,0.005825379,0.483061145,,0.756553507,6,6,4.87E-04,9606,Homo sapiens,Tubb5;Tubb2b;Tuba1a;Tuba4a;Tubb4b;Tubb4a;Tubg1,,R-HSA-380311;R-HSA-380455;R-HSA-380294;R-HSA-380272;R-HSA-380303;R-HSA-380283,Centrosome maturation
R-HSA-445095,Interaction between L1 and Ankyrins,3,33,0.002316115,0.483739752,,0.756553507,4,4,3.25E-04,9606,Homo sapiens,Kcnq2;Ank1;Scn3b,,R-HSA-445076;R-HSA-374675;R-HSA-392751;R-HSA-373739,Interaction between L1 and Ankyrins
R-HSA-622312,Inflammasomes,3,33,0.002316115,0.483739752,,0.756553507,6,28,0.002274943,9606,Homo sapiens,App;Panx1;Bcl2,,R-HSA-877198;R-HSA-844440;R-HSA-1296421;R-HSA-844612;R-HSA-879201;R-HSA-844610,Inflammasomes
R-HSA-425410,Metal ion SLC transporters,3,33,0.002316115,0.483739752,,0.756553507,3,20,0.001624959,9606,Homo sapiens,Slc31a1;Slc41a2;Slc39a7,,R-HSA-437300;R-HSA-442661;R-HSA-442393,Metal ion SLC transporters
R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome,6,71,0.004983156,0.490269079,,0.756553507,3,3,2.44E-04,9606,Homo sapiens,Tubb5;Tubb2b;Tuba1a;Tuba4a;Tubb4b;Tubb4a;Tubg1,,R-HSA-380294;R-HSA-380272;R-HSA-380303,Loss of proteins required for interphase microtubule organization from the centrosome
R-HSA-380259,Loss of Nlp from mitotic centrosomes,6,71,0.004983156,0.490269079,,0.756553507,2,2,1.62E-04,9606,Homo sapiens,Tubb5;Tubb2b;Tuba1a;Tuba4a;Tubb4b;Tubb4a;Tubg1,,R-HSA-380272;R-HSA-380303,Loss of Nlp from mitotic centrosomes
R-HSA-430039,mRNA decay by 5' to 3' exoribonuclease,2,21,0.001473891,0.494258038,,0.756553507,3,3,2.44E-04,9606,Homo sapiens,Lsm7;Lsm4,,R-HSA-429860;R-HSA-429845;R-HSA-429978,mRNA decay by 5' to 3' exoribonuclease
R-HSA-190242,FGFR1 ligand binding and activation,2,21,0.001473891,0.494258038,,0.756553507,6,7,5.69E-04,9606,Homo sapiens,Fgfr1,,R-HSA-190256;R-HSA-191062;R-HSA-190245;R-HSA-190427;R-HSA-190268;R-HSA-190429,FGFR1 ligand binding and activation
R-HSA-68827,CDT1 association with the CDC6:ORC:origin complex,5,59,0.004140932,0.49872829,,0.756553507,2,3,2.44E-04,9606,Homo sapiens,Psmb5;Psmb4;Orc6;Psmb6;Rpn1,,R-HSA-68825;R-HSA-68826,CDT1 association with the CDC6:ORC:origin complex
R-HSA-74752,Signaling by Insulin receptor,8,97,0.006807973,0.499826847,,0.756553507,12,34,0.002762431,9606,Homo sapiens,Klb;Rpl13a;Irs2;Grb10;Fgfr3;Fgfr1,,R-HSA-74737;R-HSA-74736;R-HSA-109699;R-HSA-74707;R-HSA-74740;R-HSA-74711;R-HSA-109817;R-HSA-74712;R-HSA-110011;R-HSA-74747;R-HSA-5686315;R-HSA-109823,Signaling by Insulin receptor
R-HSA-5654732,Negative regulation of FGFR3 signaling,3,34,0.0023863,0.503380847,,0.756553507,14,14,0.001137472,9606,Homo sapiens,Spry2;Fgfr3,,R-HSA-5654679;R-HSA-1295634;R-HSA-934604;R-HSA-1295632;R-HSA-1295604;R-HSA-1295609;R-HSA-1549564;R-HSA-1295613;R-HSA-934559;R-HSA-5654565;R-HSA-1295622;R-HSA-1295621;R-HSA-5654730;R-HSA-1295599,Negative regulation of FGFR3 signaling
R-HSA-451326,Activation of kainate receptors upon glutamate binding,3,34,0.0023863,0.503380847,,0.756553507,4,6,4.87E-04,9606,Homo sapiens,Grik2;Grik4,,R-HSA-451283;R-HSA-451310;R-HSA-451311;R-HSA-451309,Activation of kainate receptors upon glutamate binding
R-HSA-5358346,Hedgehog ligand biogenesis,6,72,0.005053341,0.5036404,,0.756553507,15,15,0.00121872,9606,Homo sapiens,Psmb5;Psmb4;Psmb6;Rpn1;Ihh;Syvn1,,R-HSA-5362448;R-HSA-5362386;R-HSA-5362549;R-HSA-5362551;R-HSA-5362422;R-HSA-5362553;R-HSA-5362459;R-HSA-5362427;R-HSA-5358336;R-HSA-5362437;R-HSA-5358340;R-HSA-5358343;R-HSA-5362793;R-HSA-5362441;R-HSA-5362412,Hedgehog ligand biogenesis
R-HSA-195258,RHO GTPase Effectors,26,326,0.022880404,0.508244815,,0.756553507,41,112,0.009099773,9606,Homo sapiens,Tuba1b;Tuba1a;Tuba1c;Myh14;Myh10;Klc3;Sec13;Dvl1;Rangap1;Rtkn;Tubb5;Tubb3;Tubb2b;Tubb2a;Rcc2;Tubb1;Kif5a;Mad1l1;Cit;Hist1h4i;Limk1;Tuba4a;Flna;Tubb4b;Tubb4a;Pfn1,,R-HSA-5665751;R-HSA-5666197;R-HSA-3858489;R-HSA-5672083;R-HSA-3858495;R-HSA-5666129;R-HSA-5665809;R-HSA-5666001;R-HSA-419087;R-HSA-8981443;R-HSA-2029460;R-HSA-5625883;R-HSA-5625797;R-HSA-5625796;R-HSA-5668932;R-HSA-5666178;R-HSA-5669250;R-HSA-5625870;R-HSA-3928608;R-HSA-5665802;R-HSA-5672329;R-HSA-5668978;R-HSA-419232;R-HSA-5666160;R-HSA-5665982;R-HSA-5625849;R-HSA-5625848;R-HSA-5625784;R-HSA-5665659;R-HSA-5669240;R-HSA-5671993;R-HSA-5666169;R-HSA-5665767;R-HSA-5671972;R-HSA-5671970;R-HSA-5625901;R-HSA-5671919;R-HSA-5625774;R-HSA-419197;R-HSA-203070;R-HSA-5666216,RHO GTPase Effectors
R-HSA-9027283,Erythropoietin activates STAT5,1,9,6.32E-04,0.509084103,,0.756553507,3,3,2.44E-04,9606,Homo sapiens,Irs2,,R-HSA-9012651;R-HSA-9012650;R-HSA-9012654,Erythropoietin activates STAT5
R-HSA-9645135,STAT5 Activation,1,9,6.32E-04,0.509084103,,0.756553507,3,3,2.44E-04,9606,Homo sapiens,Rpl13a,,R-HSA-9645137;R-HSA-9645126;R-HSA-9645134,STAT5 Activation
R-HSA-190370,FGFR1b ligand binding and activation,1,9,6.32E-04,0.509084103,,0.756553507,2,2,1.62E-04,9606,Homo sapiens,Fgfr1,,R-HSA-190245;R-HSA-190427,FGFR1b ligand binding and activation
R-HSA-113507,E2F-enabled inhibition of pre-replication complex formation,1,9,6.32E-04,0.509084103,,0.756553507,1,1,8.12E-05,9606,Homo sapiens,Orc6,,R-HSA-113638,E2F-enabled inhibition of pre-replication complex formation
R-HSA-350864,Regulation of thyroid hormone activity,1,9,6.32E-04,0.509084103,,0.756553507,1,2,1.62E-04,9606,Homo sapiens,Dio2,,R-HSA-209772,Regulation of thyroid hormone activity
R-HSA-447043,Neurofascin interactions,1,9,6.32E-04,0.509084103,,0.756553507,3,7,5.69E-04,9606,Homo sapiens,Ank1,,R-HSA-373729;R-HSA-445091;R-HSA-443774,Neurofascin interactions
R-HSA-8964011,HDL clearance,1,9,6.32E-04,0.509084103,,0.756553507,1,5,4.06E-04,9606,Homo sapiens,Hdlbp,,R-HSA-8858252,HDL clearance
R-HSA-6806942,MET Receptor Activation,1,9,6.32E-04,0.509084103,,0.756553507,1,5,4.06E-04,9606,Homo sapiens,Hpn,,R-HSA-6800200,MET Receptor Activation
R-HSA-6802952,Signaling by BRAF and RAF fusions,6,73,0.005123526,0.51688451,,0.756553507,5,5,4.06E-04,9606,Homo sapiens,Lmna;Clcn6;Map2k2;Cnksr1;Tln1;Papss1,,R-HSA-6802935;R-HSA-6802934;R-HSA-6802933;R-HSA-6802932;R-HSA-6802927,Signaling by BRAF and RAF fusions
R-HSA-372708,p130Cas linkage to MAPK signaling for integrins,2,22,0.001544076,0.518829965,,0.756553507,3,3,2.44E-04,9606,Homo sapiens,Tln1;Bcar1,,R-HSA-372693;R-HSA-372705;R-HSA-372697,p130Cas linkage to MAPK signaling for integrins
R-HSA-73780,RNA Polymerase III Chain Elongation,2,22,0.001544076,0.518829965,,0.756553507,3,3,2.44E-04,9606,Homo sapiens,Polr3d;Polr2f,,R-HSA-113446;R-HSA-113705;R-HSA-113451,RNA Polymerase III Chain Elongation
R-HSA-5654219,Phospholipase C-mediated cascade: FGFR1,2,22,0.001544076,0.518829965,,0.756553507,3,3,2.44E-04,9606,Homo sapiens,Fgfr1,,R-HSA-5654167;R-HSA-5654165;R-HSA-5654149,Phospholipase C-mediated cascade: FGFR1
R-HSA-139853,Elevation of cytosolic Ca2+ levels,2,22,0.001544076,0.518829965,,0.756553507,2,5,4.06E-04,9606,Homo sapiens,Trpc7;Itpr1,,R-HSA-426223;R-HSA-139854,Elevation of cytosolic Ca2+ levels
R-HSA-163615,PKA activation,2,22,0.001544076,0.518829965,,0.756553507,1,3,2.44E-04,9606,Homo sapiens,Adcy8;Adcy5,,R-HSA-111930,PKA activation
R-HSA-2028269,Signaling by Hippo,2,22,0.001544076,0.518829965,,0.756553507,2,30,0.002437439,9606,Homo sapiens,Nphp4;Wwc1,,R-HSA-2038398;R-HSA-2059926,Signaling by Hippo
R-HSA-114608,Platelet degranulation ,11,137,0.009615385,0.519779047,,0.756553507,5,11,8.94E-04,9606,Homo sapiens,App;Tgfb2;Hspa5;Lhfpl2;Cd109;Manf;Flna;Tuba4a;Tln1;Pfn1;F5,,R-HSA-482775;R-HSA-481044;R-HSA-482772;R-HSA-481007;R-HSA-351323,Platelet degranulation 
R-HSA-9615710,Microautophagy,3,35,0.002456485,0.522629717,,0.756553507,3,3,2.44E-04,9606,Homo sapiens,Vps37b;Mvb12a;Plin3,,R-HSA-9631065;R-HSA-9615721;R-HSA-9631068,Microautophagy
R-HSA-418990,Adherens junctions interactions,3,35,0.002456485,0.522629717,,0.756553507,5,16,0.001299968,9606,Homo sapiens,Cadm1;Cdh11;Cdh9,,R-HSA-420595;R-HSA-420592;R-HSA-419002;R-HSA-420586;R-HSA-419001,Adherens junctions interactions
R-HSA-888590,"GABA synthesis, release, reuptake and degradation",3,35,0.002456485,0.522629717,,0.756553507,3,10,8.12E-04,9606,Homo sapiens,Syt1;Aldh5a1;Stx1a,,R-HSA-888589;R-HSA-888548;R-HSA-917744,"GABA synthesis, release, reuptake and degradation"
R-HSA-199220,Vitamin B5 (pantothenate) metabolism,3,35,0.002456485,0.522629717,,0.756553507,2,12,9.75E-04,9606,Homo sapiens,Fasn;Enpp1;Enpp2,,R-HSA-199202;R-HSA-8938314,Vitamin B5 (pantothenate) metabolism
R-HSA-3000480,Scavenging by Class A Receptors,4,48,0.003368894,0.525432993,,0.756553507,3,10,8.12E-04,9606,Homo sapiens,Col1a2;Col1a1;Hsp90b1;Calr,,R-HSA-3221843;R-HSA-2173778;R-HSA-2507854,Scavenging by Class A Receptors
R-HSA-73933,Resolution of Abasic Sites (AP sites),4,48,0.003368894,0.525432993,,0.756553507,12,43,0.003493663,9606,Homo sapiens,Pold2;Pold1;Fen1;Ung,,R-HSA-5651782;R-HSA-110368;R-HSA-110371;R-HSA-5651809;R-HSA-5649873;R-HSA-110363;R-HSA-5651805;R-HSA-110349;R-HSA-110364;R-HSA-5651739;R-HSA-5651723;R-HSA-5649883,Resolution of Abasic Sites (AP sites)
R-HSA-5362768,Hh mutants that don't undergo autocatalytic processing are degraded by ERAD,5,61,0.004281303,0.527830614,,0.756553507,4,6,4.87E-04,9606,Homo sapiens,Psmb5;Psmb4;Psmb6;Rpn1;Syvn1,,R-HSA-5387392;R-HSA-5483238;R-HSA-5387386;R-HSA-5387389,Hh mutants that don't undergo autocatalytic processing are degraded by ERAD
R-HSA-8854518,AURKA Activation by TPX2,6,74,0.005193711,0.529990071,,0.756553507,2,2,1.62E-04,9606,Homo sapiens,Tubb5;Tubb2b;Tuba1a;Tuba4a;Tubb4b;Tubb4a;Tubg1,,R-HSA-8853405;R-HSA-8853419,AURKA Activation by TPX2
R-HSA-9013508,NOTCH3 Intracellular Domain Regulates Transcription,3,36,0.00252667,0.541462401,,0.756553507,20,22,0.001787455,9606,Homo sapiens,Wwc1;Mamld1,,R-HSA-9021480;R-HSA-9021451;R-HSA-9021450;R-HSA-9018538;R-HSA-9021325;R-HSA-9016751;R-HSA-9018542;R-HSA-9013568;R-HSA-9021412;R-HSA-9021478;R-HSA-9016861;R-HSA-9014141;R-HSA-9013567;R-HSA-9013631;R-HSA-9021406;R-HSA-9014129;R-HSA-9013488;R-HSA-9016916;R-HSA-9013652;R-HSA-9017398,NOTCH3 Intracellular Domain Regulates Transcription
R-HSA-5223345,Miscellaneous transport and binding events,3,36,0.00252667,0.541462401,,0.756553507,3,13,0.001056224,9606,Homo sapiens,Csn3;Lrrc8b;Add2,,R-HSA-5226979;R-HSA-5340124;R-HSA-8941543,Miscellaneous transport and binding events
R-HSA-167200,Formation of HIV-1 elongation complex containing HIV-1 Tat,4,49,0.003439079,0.541515688,,0.756553507,4,5,4.06E-04,9606,Homo sapiens,Supt5;Tceb2;Polr2f;Nelfe,,R-HSA-170706;R-HSA-170704;R-HSA-167191;R-HSA-167196,Formation of HIV-1 elongation complex containing HIV-1 Tat
R-HSA-3214841,PKMTs methylate histone lysines,4,49,0.003439079,0.541515688,,0.756553507,10,22,0.001787455,9606,Homo sapiens,Setd1b;Hist1h4i;Kmt2b;Dot1l;Rbm42,,R-HSA-5651654;R-HSA-5637686;R-HSA-5649799;R-HSA-5649764;R-HSA-5159245;R-HSA-5244692;R-HSA-5423038;R-HSA-5651657;R-HSA-4827382;R-HSA-5649801,PKMTs methylate histone lysines
R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21,5,62,0.004351488,0.542098966,,0.756553507,4,7,5.69E-04,9606,Homo sapiens,Psmb5;Psmb4;Psmb6;Rpn1;Cks1b,,R-HSA-187552;R-HSA-187574;R-HSA-187575;R-HSA-187545,SCF(Skp2)-mediated degradation of p27/p21
R-HSA-2979096,NOTCH2 Activation and Transmission of Signal to the Nucleus,2,23,0.001614262,0.542591554,,0.756553507,11,11,8.94E-04,9606,Homo sapiens,Notch2;Mib2,,R-HSA-2220816;R-HSA-1980061;R-HSA-1980056;R-HSA-2974731;R-HSA-157640;R-HSA-2974737;R-HSA-2172172;R-HSA-1980051;R-HSA-1980048;R-HSA-157629;R-HSA-157933,NOTCH2 Activation and Transmission of Signal to the Nucleus
R-HSA-416993,Trafficking of GluR2-containing AMPA receptors,2,23,0.001614262,0.542591554,,0.756553507,3,3,2.44E-04,9606,Homo sapiens,Ap2m1;Gria3,,R-HSA-421007;R-HSA-416639;R-HSA-416985,Trafficking of GluR2-containing AMPA receptors
R-HSA-73980,RNA Polymerase III Transcription Termination,2,23,0.001614262,0.542591554,,0.756553507,2,2,1.62E-04,9606,Homo sapiens,Polr3d;Polr2f,,R-HSA-113449;R-HSA-113454,RNA Polymerase III Transcription Termination
R-HSA-392851,Prostacyclin signalling through prostacyclin receptor,2,23,0.001614262,0.542591554,,0.756553507,3,4,3.25E-04,9606,Homo sapiens,Gnas,,R-HSA-392852;R-HSA-392870;R-HSA-392874,Prostacyclin signalling through prostacyclin receptor
R-HSA-156711,Polo-like kinase mediated events,2,23,0.001614262,0.542591554,,0.756553507,7,15,0.00121872,9606,Homo sapiens,Lin37;Pkmyt1,,R-HSA-162657;R-HSA-4088298;R-HSA-4088299;R-HSA-4088309;R-HSA-4088306;R-HSA-4088307;R-HSA-4088305,Polo-like kinase mediated events
R-HSA-4419969,Depolymerisation of the Nuclear Lamina,2,23,0.001614262,0.542591554,,0.756553507,2,6,4.87E-04,9606,Homo sapiens,Lmna,,R-HSA-5229194;R-HSA-5244669,Depolymerisation of the Nuclear Lamina
R-HSA-844456,The NLRP3 inflammasome,2,23,0.001614262,0.542591554,,0.756553507,5,18,0.001462463,9606,Homo sapiens,App;Panx1,,R-HSA-877198;R-HSA-844440;R-HSA-1296421;R-HSA-844612;R-HSA-844610,The NLRP3 inflammasome
R-HSA-1606322,ZBP1(DAI) mediated induction of type I IFNs,2,23,0.001614262,0.542591554,,0.756553507,2,10,8.12E-04,9606,Homo sapiens,Nfkbib;Ticam1,,R-HSA-168910;R-HSA-168140,ZBP1(DAI) mediated induction of type I IFNs
R-HSA-2562578,TRIF-mediated programmed cell death,1,10,7.02E-04,0.546411019,,0.756553507,3,3,2.44E-04,9606,Homo sapiens,Ticam1,,R-HSA-2562564;R-HSA-2569057;R-HSA-2562541,TRIF-mediated programmed cell death
R-HSA-190371,FGFR3b ligand binding and activation,1,10,7.02E-04,0.546411019,,0.756553507,2,2,1.62E-04,9606,Homo sapiens,Fgfr3,,R-HSA-190385;R-HSA-190263,FGFR3b ligand binding and activation
R-HSA-111367,SLBP independent Processing of Histone Pre-mRNAs,1,10,7.02E-04,0.546411019,,0.756553507,2,2,1.62E-04,9606,Homo sapiens,Snrpb,,R-HSA-111437;R-HSA-111438,SLBP independent Processing of Histone Pre-mRNAs
R-HSA-112412,SOS-mediated signalling,1,10,7.02E-04,0.546411019,,0.756553507,2,2,1.62E-04,9606,Homo sapiens,Irs2,,R-HSA-74736;R-HSA-109817,SOS-mediated signalling
R-HSA-1912399,Pre-NOTCH Processing in the Endoplasmic Reticulum,1,10,7.02E-04,0.546411019,,0.756553507,2,2,1.62E-04,9606,Homo sapiens,Notch2,,R-HSA-1912349;R-HSA-1912353,Pre-NOTCH Processing in the Endoplasmic Reticulum
R-HSA-167590,Nef Mediated CD4 Down-regulation,1,10,7.02E-04,0.546411019,,0.756553507,3,5,4.06E-04,9606,Homo sapiens,Ap2m1,,R-HSA-167601;R-HSA-167537;R-HSA-167597,Nef Mediated CD4 Down-regulation
R-HSA-5666185,RHO GTPases Activate Rhotekin and Rhophilins,1,10,7.02E-04,0.546411019,,0.756553507,3,6,4.87E-04,9606,Homo sapiens,Rtkn,,R-HSA-5666197;R-HSA-5666178;R-HSA-5666216,RHO GTPases Activate Rhotekin and Rhophilins
R-HSA-9032845,Activated NTRK2 signals through CDK5,1,10,7.02E-04,0.546411019,,0.756553507,3,6,4.87E-04,9606,Homo sapiens,Tiam1,,R-HSA-9033276;R-HSA-9033292;R-HSA-9033284,Activated NTRK2 signals through CDK5
R-HSA-162791,Attachment of GPI anchor to uPAR,1,10,7.02E-04,0.546411019,,0.756553507,1,2,1.62E-04,9606,Homo sapiens,Gpaa1,,R-HSA-162836,Attachment of GPI anchor to uPAR
R-HSA-8964046,VLDL clearance,1,10,7.02E-04,0.546411019,,0.756553507,1,3,2.44E-04,9606,Homo sapiens,Lsr,,R-HSA-8933292,VLDL clearance
R-HSA-187015,Activation of TRKA receptors,1,10,7.02E-04,0.546411019,,0.756553507,2,8,6.50E-04,9606,Homo sapiens,Adora2a,,R-HSA-9613023;R-HSA-187661,Activation of TRKA receptors
R-HSA-428890,Role of ABL in ROBO-SLIT signaling,1,10,7.02E-04,0.546411019,,0.756553507,1,4,3.25E-04,9606,Homo sapiens,Cap2,,R-HSA-428883,Role of ABL in ROBO-SLIT signaling
R-HSA-209822,Glycoprotein hormones,1,10,7.02E-04,0.546411019,,0.756553507,1,4,3.25E-04,9606,Homo sapiens,Inhba,,R-HSA-378975,Glycoprotein hormones
R-HSA-447041,CHL1 interactions,1,10,7.02E-04,0.546411019,,0.756553507,1,5,4.06E-04,9606,Homo sapiens,Ank1,,R-HSA-447034,CHL1 interactions
R-HSA-110357,Displacement of DNA glycosylase by APEX1,1,10,7.02E-04,0.546411019,,0.756553507,1,8,6.50E-04,9606,Homo sapiens,Ung,,R-HSA-110349,Displacement of DNA glycosylase by APEX1
R-HSA-69242,S Phase,14,179,0.012563167,0.551716254,,0.756553507,19,54,0.00438739,9606,Homo sapiens,Pold2;Psmb5;Pold1;Psmb4;Fen1;Psmb6;Rpn1;Orc6;Lin37;Mcm5;Dna2;Cks1b;Mcm2,,R-HSA-69152;R-HSA-187552;R-HSA-69127;R-HSA-176942;R-HSA-75825;R-HSA-68944;R-HSA-69074;R-HSA-187574;R-HSA-69140;R-HSA-187575;R-HSA-68948;R-HSA-69142;R-HSA-69144;R-HSA-69016;R-HSA-69019;R-HSA-187545;R-HSA-188345;R-HSA-69116;R-HSA-169468,S Phase
R-HSA-112382,Formation of RNA Pol II elongation complex ,5,63,0.004421673,0.556161901,,0.756553507,2,2,1.62E-04,9606,Homo sapiens,Supt5;Eaf1;Tceb2;Polr2f;Nelfe,,R-HSA-112379;R-HSA-112381,Formation of RNA Pol II elongation complex 
R-HSA-167152,Formation of HIV elongation complex in the absence of HIV Tat,4,50,0.003509264,0.557314817,,0.756553507,2,2,1.62E-04,9606,Homo sapiens,Supt5;Tceb2;Polr2f;Nelfe,,R-HSA-167077;R-HSA-167084,Formation of HIV elongation complex in the absence of HIV Tat
R-HSA-211733,Regulation of activated PAK-2p34 by proteasome mediated degradation,4,50,0.003509264,0.557314817,,0.756553507,1,2,1.62E-04,9606,Homo sapiens,Psmb5;Psmb4;Psmb6;Rpn1,,R-HSA-211715,Regulation of activated PAK-2p34 by proteasome mediated degradation
R-HSA-167158,Formation of the HIV-1 Early Elongation Complex,3,37,0.002596856,0.559858559,,0.756553507,5,5,4.06E-04,9606,Homo sapiens,Supt5;Polr2f;Nelfe,,R-HSA-167072;R-HSA-167089;R-HSA-167478;R-HSA-167083;R-HSA-167085,Formation of the HIV-1 Early Elongation Complex
R-HSA-399719,Trafficking of AMPA receptors,3,37,0.002596856,0.559858559,,0.756553507,4,4,3.25E-04,9606,Homo sapiens,Ap2m1;Cacng4;Gria3,,R-HSA-416320;R-HSA-421007;R-HSA-416639;R-HSA-416985,Trafficking of AMPA receptors
R-HSA-113418,Formation of the Early Elongation Complex,3,37,0.002596856,0.559858559,,0.756553507,3,3,2.44E-04,9606,Homo sapiens,Supt5;Polr2f;Nelfe,,R-HSA-113402;R-HSA-113407;R-HSA-112383,Formation of the Early Elongation Complex
